"id","candidato_id","tema","subtema","titulo","descripcion","fuente","semaforo","semaforo_burbuja","alerta_explicacion","fecha_actualizacion","visible","","","","","","","","","","","","","",""
"p108","lopez","Energía","Hidrocarburos","Pilotos de fracking","Realizar pilotos de fracking bajo evidencia científica y un riguroso licenciamiento ambiental con el fin de asegurar precios bajos y evitar el desabastecimiento de gas natural.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p109","lopez","Energía","Hidrocarburos","Proyectos estratégicos","Se compromete a dar estabilidad a proyectos como el poliducto y la regasificadora del Pacífico.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","La Fundación radicó una acción popular para la ejecución de los proyectos de transmisión de energía eléctrica Chivor Norte II y Sogamoso. Los proyectos fueron adjudicados en el 2010 y 2013 y no han iniciado operación por demoras en trámites ambientales. [Ver acción](https://drive.google.com/drive/folders/1h6B7XC-ON0ICHr5JHM1TfLcariYSpK7r?usp=share_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p110","lopez","Energía","Institucionalidad","Comunidades como socias","Modelo de Alianzas Público-Privadas-Comunitarias donde las comunidades no solo sean consultadas, sino que participen como socias de los grandes proyectos de energía y transición energética, recibiendo utilidades directas.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p111","lopez","Energía","Institucionalidad","Ajustar procesos de licenciamiento","Para proteger la esctructura ecológica y que se pueda acelerar la infraestructura resiliente y adaptativa.","https://claudia-lopez.com/wp-content/uploads/2026/04/Programa-Gobierno-Claudia-Lopez-Leonardo-Huerta.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p112","cepeda","Tierras y Agro","Campesinado","Protección y reconocimiento del campesinado como sujeto de derechos","Impulsar el reconocimiento del campesinado como sujeto de derechos iniciado en el gobierno de Gustavo Petro. Medida de la Revolución Agraria para proteger la vida, dignidad, trabajo y aporte a la nación del campesinado.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó intervención en el proceso de inconstitucionalidad al Decreto 902 de 2017 para mantener la fase judicial del Procedimiento Único hasta que el legislador implemente la Jurisdicción Agraria, como garantía del juez natural y la tutela judicial efectiva. Mediante la Sentencia C 099 de 2026, la Corte declaró exequibles los apartados de la norma que establecían las competencias de los jueces ordinarios y administrativos, mientras entra en operación la jurisdicción agraria, momento desde el cual, los procesos serán resueltos por los jueces especializados. Además, ordenó al Consejo Superior de la Judicatura adelantar las acciones para que en 2027 entren en operación los tribunales y jueces rurales; presentó acción de nulidad contra el Decreto 1147 de 2024 que reglamenta aspectos relacionados con las Zonas de Reserva Campesina (ZRC); presentó acción de inconstitucionalidad ante la Corte Constitucional contra la Ley 2219 de 2022 sobre inspección, vigilancia y control de asociaciones campesinas y agropecuarias. Mediante la Sentencia C-505 de 2025 la Corte estableció que el Gobierno no puede decretar cualquier sanción en contra de las asociaciones agropecuarias y campesinas sin que esté preestablecida en la ley y que para hacerlo debe seguir el debido procedimiento administrativo aplicable. En concordancia, la Fundación también presentó acción de nulidad contra la Resolución 052 de 2025 que reglamentaba dicho régimen, en defensa del principio de legalidad y del debido proceso administrativo sancionatorio sobre los actores del agro; presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo. [Ver acciones](https://drive.google.com/drive/folders/1HlwaTuzGyU2GXicG8P-dqUVp3w6VH1mv?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p113","cepeda","Tierras y Agro","Tierras","Continuar con la redistribución, la restitución y la recuperación de tierras y activos productivos","Redistribuir tierras fértiles, que hoy están altamente concentradas y subutilizadas. Todavía hay mucha tierra que debemos repartir a los campesinos de Colombia. Restituir las tierras despojadas a comunidades campesinas, víctimas de la violencia y del abandono estatal. Recuperar y poner al servicio del pueblo activos productivos estratégicos para fortalecer la economía rural.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó demanda de nulidad contra el Decreto 033 de 2025 que modificó el régimen de adquisición de predios rurales y reintrodujo al ordenamiento la opción privilegiada de compra de tierras por parte de la Agencia Nacional de Tierras (ANT); presentó demanda de nulidad contra la Circular CIR-2025-000184-4 de la SNR mediante la cual se imparten lineamientos sobre el deber de información para el ejercicio de la opción privilegiada de compra por parte de la Agencia Nacional de Tierras (ANT); solicitó la inexequibilidad del Decreto legislativo 108 de 2025 por medio del cual se adoptan medidas transitorias para la proteción de tierras. Mediante Sentencia C-266 de 2025 la Corte Constitucional declaró la exequibilidad parcial del decreto considerando que algunas de sus disposiciones se orientan a resolver problemáticas estructurales del acceso a tierras y política agraria, lo cual excede los fines del estado de excepción; demandó el Decreto 1147 de 2024 que reglamenta aspectos relacionados con las Zonas de Reserva Campesina (ZRC), toda vez que desconoce las normas que regulan el suelo forestal y la conservación de los recursos naturales, así como las competencias sobre definición de los usos del suelo, asignadas expresamente a los concejos municipales; presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo. [Ver acciones](https://drive.google.com/drive/folders/1YOItMOY8etnAtNICMi06OoaROR4mHEoi?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p114","cepeda","Tierras y Agro","Institucionalidad","Recuperar y fortalecer la institucionalidad agraria","Llevar las instituciones agrarias a las regiones y al campo. Fortalecer el Sistema Nacional de Reforma Agraria y Desarrollo Rural, la Convención Nacional Campesina, las instancias de concertación del movimiento agrario, las zonas de reserva campesina y otras territorialidades, es decir, aumentaremos significativamente la participación del campesinado en el gobierno. Desarrollar la justicia agraria y rural. Llamar a que el Congreso de la República termine el proceso de creación y puesta en funcionamiento de esta jurisdicción como mecanismo para resolver los conflictos de tierras.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó intervención en el proceso de inconstitucionalidad del Decreto 902 de 2017 para mantener la fase judicial del Procedimiento Único hasta que el legislador implemente la Jurisdicción Agraria, como garantía del juez natural y la tutela judicial efectiva. Mediante la Sentencia C- 099 de 2026, la Corte declaró exequibles los apartados de la norma que establecían las competencias de los jueces ordinarios y administrativos, mientras entra en operación la jurisdicción agraria, momento desde el cual, los procesos serán resueltos por los jueces especializados. Además, ordenó al Consejo Superior de la Judicatura adelantar las acciones para que en 2027 entren en operación los tribunales y jueces rurales.[Ver intervención](https://drive.google.com/drive/folders/1bNUHNKcz0Rqr-WcrC6yIYn0d29hbMURP?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p115","cepeda","Tierras y Agro","Bienes y servicios","Programa nacional de bienes y servicios","Programa nacional de bienes, servicios rurales, agua limpia, energía eléctrica, Plan Nacional de Construcción de Vías Terciarias, para que vivir en el campo no sea sinónimo de carencia, sino de dignidad y bienestar.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó demanda de nulidad contra el Decreto 1166 de 2025 que fija condiciones para intervenciones de mejoramiento, vivienda progresiva y construcción en sitio propio con subsidio de vivienda y contra el Decreto 413 de 2025 sobre certificado de habitabilidad, al eximir del licenciamiento intervenciones estructurales en vivienda. [Ver demanda](https://drive.google.com/drive/folders/1BTU_GhbYISyP-pLXQHuFe107MfRepMQv?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p116","cepeda","Tierras y Agro","Comercio y agroindustria","Comercio justo para la producción campesina","Sembrar no basta: hay que cosechar y vender sin que el precio lo decidan otros. Por eso construiremos redes de acopio, cuartos fríos, secaderos y plantas de transformación en las regiones, administrados por las juntas de acción comunal y asociaciones campesinas. Porque no queremos que el campesino venda barato en la plaza mientras en la ciudad del consumidor paga caro. Queremos justicia de la semilla a la mesa de todos los colombianos y colombianas.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p117","cepeda","Tierras y Agro","Comercio y agroindustria","Recuperar cadenas productivas estratégicas","El algodón, la yuca, el cacao, el café volverán a ser la base de la prosperidad regional, para que la tierra de cada región vuelva a dar riqueza a su gente.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación presentó coadyuvancia y acciones de nulidad contra la Resolución 124 de 2024 (Fondo de Asociatividad Rural Productiva “Confianza Colombia) y la Resolución 085 de 2024 (cadenas de cultivo), y demanda de nulidad contra el Decreto 1222 de 2025 sobre administración de parafiscales agropecuarios, en defensa de la libertad asociativa de los gremios y de la destinación legal de los recursos parafiscales que sostienen la productividad del campo. [Ver coadyuvancia y acciones](https://drive.google.com/drive/folders/16zMVVOZRLnfpNrblTwWKlpKk3b15or9-?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p118","cepeda","Tierras y Agro","Comercio y agroindustria","Programa Nacional de Pesca y Piscicultura","Tecnología y acceso a mercados para familias que se dedican a la pesca y la piscicultura.","https://www.movimientopactohistorico.co/docs/programa-gobierno-2026-2030.pdf","","","La Fundación intervino solicitando la inexequibilidad del Decreto legislativo 107 de 2025 que autorizaba a la Agencia de Desarrollo Rural (ADR) a contratar directamente sin reglas de contratación estatal y obligaba a los Fondos de Fomento a destinar el 2 % de los parafiscales a entidades afectadas. La Corte declaró inexequible la totalidad del decreto mediante la Sentencia C-249 de 2025 toda vez que no se cumplían los requisitos de necesidad, finalidad, conexidad, proporcionalidad, pertinencia, suficiencia y motivación suficiente en la declaración de las medidas, lo cual preserva las reglas de contratación pública y de parafiscalidad aplicables al sector. [Ver intervención](https://drive.google.com/drive/folders/1qWwl7QAMqx5aNyLSg0b56Rh3PxtXLOA8?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p119","espriella","Tierras y Agro","Tierras","Titulación masiva","Legalizar y titular los predios rurales que hoy están en la informalidad.","https://www.youtube.com/watch?v=DB0D0GGhv-o","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p120","espriella","Tierras y Agro","Tierras","Cero tolerancia a las invasiones","Define la invasión de tierras como un delito económico y no una causa social. Propone el uso de la fuerza pública para proteger la propiedad privada de manera inmediata.","https://www.youtube.com/watch?v=Fk32_Y-gmIs","","","","2026-04-29","no","","","","","","","","","","","","","",""
"p121","espriella","Tierras y Agro","Tierras","Actualización del catastro","Actualizar el catastro en territorios rurales para que el avalúo responda a las capacidades productivas de los predios.","https://www.instagram.com/reels/DXC8BAREeGo/","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p122","espriella","Tierras y Agro","Comercio y agroindustria","Insumos y fertilizantes","Intervenir para bajar los precios de los fertilizantes, argumentando que el alto costo de producción mata la rentabilidad del campesino.","https://www.youtube.com/watch?v=DB0D0GGhv-o","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p123","espriella","Tierras y Agro","Comercio y agroindustria","Vías terciarias","Considera las vías rurales como una prioridad absoluta para que los productos no se pudran en las fincas y puedan llegar a los mercados internacionales. Por lo cual plantea que se avance más con estos proyectos.","https://www.youtube.com/watch?v=DB0D0GGhv-o","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p124","espriella","Tierras y Agro","Agua","Distritos de riego","Inversión en ingeniería hidráulica, riego y drenaje. Cita ejemplos como la Represa del Cercado (Rancherías) como modelos que deben completarse para ser productivos.","https://www.youtube.com/watch?v=DB0D0GGhv-o","","","","2026-04-29","no","","","","","","","","","","","","","",""
"p125","valencia","Tierras y Agro","Campesinado","Líneas de crédito","Otorgar líneas de crédito sin trámites a través de la casa de agroinsumos","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p126","valencia","Tierras y Agro","Tierras","Proyectos productivos","Entregar tierra con proyectos productivos y asociatividad para poder entregar maquinaria y tecnología entregando los proyectos ya avanzados y aprobados.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación presentó demanda de nulidad en contra de la Resoluciones 124 de 2024 “Fondo Confianza Colombia” que crea programas de fomento a la asociatividad rural, financiado con recursos parafiscales, por permitir inscribir agremiaciones sin requisitos, objetivos ni índices de productividad, en defensa de los estándares legales aplicables al financiamiento del agro; presentó acción de nulidad en contra de la Resolución 085 de 2025 que flexibiliza los requisitos de inscripción de cadenas de cultivo y destinación de recursos parafiscales; presentó acción de nulidad en contra del Decreto 1222 de 2025 que regula el gobierno interno de gremios' intervino solicitando la inexequibilidad del Decreto legislativo 106 de 2025 por medio del cual se establecen medidas de financiamiento y alivio de pasivos para pequeños productores agropecuarios. Mediante la Sentencia C-246 de 2025 la Corte Constitucional declaró la exequibilidad parcial del decreto al constatar que algunas disposiciones: (i) carecían de conexidad material con la crisis que dio lugar a la conmoción interior; (ii) se extendían más allá del ámbito territorial afectado, y (iii) proyectaban soluciones de carácter estructural y general propias de la política pública ordinaria; presentó demanda de nulidad contra el Decreto 033 de 2025 que modificó el régimen de adquisición de predios rurales y reintrodujo al ordenamiento la opción privilegiada de compra de tierras por parte de la Agencia Nacional de Tierras (ANT); presentó demanda de nulidad contra la Circular CIR-2025-000184-4 de la SNR mediante la cual se imparten lineamientos sobre el deber de información para el ejercicio de la opción privilegiada de compra por parte de la Agencia Nacional de Tierras (ANT); presentó acción de cumplimiento contra el DNP, el Ministerio de Vivienda y el IGAC para que expidan el procedimiento ordenado por el parágrafo 1 del artículo 32 de la Ley 2294 de 2023 relacionado con la gestión de la información de las determinantes de ordenamiento territorial; presentó acción de nulidad contra el Decreto 1147 de 2024 que reglamenta aspectos relacionados con las Zonas de Reserva Campesina (ZRC); presentó acción de inconstitucionalidad ante la Corte Constitucional contra la Ley 2219 de 2022 sobre inspección, vigilancia y control de asociaciones campesinas y agropecuarias. Mediante la Sentencia C-505 de 2025 la Corte estableció que el Gobierno no puede decretar cualquier sanción en contra de las asociaciones agropecuarias y campesinas sin que esté preestablecida en la ley y que para hacerlo debe seguir el debido procedimiento administrativo aplicable. En concordancia, la Fundación también presentó acción de nulidad contra la Resolución 052 de 2025 que reglamentaba dicho régimen, en defensa del principio de legalidad y del debido proceso administrativo sancionatorio sobre los actores del agro; presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo. [Ver acciones](https://drive.google.com/drive/folders/10Kaemub9VR5HTuMLwTcQUT0tl_zwmvV-?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p127","valencia","Tierras y Agro","Tierras","Formalización de tierras","Millones de hectáreas formalizadas.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p128","valencia","Tierras y Agro","Comercio y agroindustria","Nuevas hectáreas para cultivo y agroindustria","1 millón de nuevas hectáreas para cultivo y agroindustria en zonas francas rurales.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p129","valencia","Tierras y Agro","Conservación","Restauración","Restaurar 1 millón de hectáreas, frenar la deforestación e incrementar las plantaciones comerciales en 300.000 hectáreas, convirtiendo la conservación en fuente de ingresos.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","La Fundación presentó acción de cumplimiento CONALDEF, por la renuencia a convocar y cumplir con las funciones del Consejo Nacional de Lucha contra la Deforestación; presentó acción de nulidad contra la Resolución 421 de 2024 del Ministerio de Ambiente que prohibió adelantar obras de infraestructura sobre humedales, desconociendo las competencias de las autoridades locales, así como la modificación de contratos suscritos por parte del Acueducto de Bogotá; presentó acción de nulidad contra las Resoluciones ANLA 322, 914 y 2544 de 2024 que paralizaron las obras de restauración del Canal del Dique, en defensa de la continuidad de las obras de infraestructura hídrica estratégica del país; presentó coadyuvancia en la demanda de nulidad contra la Resolución 20237000994 de 2023 que otorgó licencia ambiental relacionada con el proyecto de prolongación de la avenida Boyacá. [Ver acciones](https://drive.google.com/drive/folders/1ZhMmmIiaG_PuXfzYWDebhnQ1KeqZueH7?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p130","valencia","Tierras y Agro","Conservación","Pagos por servicios ambientales","Consolidación de los programas de pagos por servicios ambientales (PSA) y pago por resultados ambientales, el incentivo forestal y los 16 beneficios tributarios para actividades de conservación.","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p131","valencia","Tierras y Agro","Tierras","Actualización del catastro","60 % del territorio actualizado en gestión predial (antes de catastro multipropósito).","https://drive.google.com/file/d/1J6cmhAJmdwlsq8Qz5WJPOUN6zwymEyZZ/view?usp=drive_link","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p132","fajardo","Tierras y Agro","Comercio y agroindustria","Política de Desarrollo Productivo Agropecuario (PDPA)","Política integral para pasar de un agro extensivo y de baja productividad a un agro intensivo, tecnificado y competitivo. La PDPA integrará investigación aplicada, extensión rural moderna, formación técnica y financiamiento de mediano y largo plazo condicionado a mejoras productivas. En cuatro años, al menos el 50% de los pequeños y medianos productores de alimentos estarán vinculados a procesos de transformación agroalimentaria con mejoras sostenidas en productividad, calidad e ingresos.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó acción de inconstitucionalidad ante la Corte Constitucional contra la Ley 2219 de 2022 sobre inspección, vigilancia y control de asociaciones campesinas y agropecuarias. Mediante la Sentencia C-505 de 2025 la Corte estableció que el Gobierno no puede decretar cualquier sanción en contra de las asociaciones agropecuarias y campesinas sin que esté preestablecida en la ley y que para hacerlo debe seguir el debido procedimiento administrativo aplicable. En concordancia, la Fundación también presentó acción de nulidad contra la Resolución 052 de 2025 que reglamentaba dicho régimen, en defensa del principio de legalidad y del debido proceso administrativo sancionatorio sobre los actores del agro; presentó coadyuvancia y demandas de nulidad contra la Resolución 124 de 2024 (Fondo Confianza Colombia), la Resolución 085 de 2024 (cadenas de cultivo) y el Decreto 1222 de 2025 (parafiscales), en defensa de la destinación específica de los recursos parafiscales y de las reglas de productividad, indicadores y planes de acción que ordenan las cadenas productivas; presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo; ha presentado acciones de nulidad contra las resoluciones del Ministerio de agricultura y Desarrollo Rural que declaran las Áreas de Protección para la Producción de Alimentos-APPA en municipios de los departamentos de Guajira, Cundinamarca y Antioquia; ha presentado intervención ciudadana en el marco de los procesos de inconstitucionalidad en contra del artículo 32 del Plan Nacional de Desarrollo (Ley 2294 de 2023) que consagró la determinante de ordenamiento territorial relativa a las Áreas de Protección para la Producción de Alimentos-APPA. También presentó acción de cumplimiento por el mandato contenido en el parágrafo 1 del artículo 32 de la Ley 2294 de 2023, mediante el cual se ordenó definir, en el término de un año, el procedimiento para la gestión de la información de las determinantes de ordenamiento territorial. [Ver acciones](https://drive.google.com/drive/folders/1lzWTWOeCbsQDvaTO4k5rmM9i58cpYhbr?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p133","fajardo","Tierras y Agro","Tierras","Tierra con futuro","Tierra productiva y con ingresos. Cada proceso de formalización o adjudicación de tierras estará acompañado de un paquete productivo completo: proyecto productivo financiado, asistencia técnica permanente, acceso a crédito, infraestructura productiva y acceso a mercados. La tierra será una herramienta real de generación de ingresos y empleo rural.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó demanda de nulidad contra el Decreto 033 de 2025 que modificó el régimen de adquisición de predios rurales y reintrodujo al ordenamiento la opción privilegiada de compra de tierras por parte de la Agencia Nacional de Tierras (ANT); presentó demanda de nulidad contra la Circular CIR-2025-000184-4 de la SNR mediante la cual se imparten lineamientos sobre el deber de información para el ejercicio de la opción privilegiada de compra por parte de la Agencia Nacional de Tierras (ANT). [Ver demandas](https://drive.google.com/drive/folders/1TEZYnAShfOTKfJkzSpaUailoUWVo6_1F?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p134","fajardo","Tierras y Agro","Tierras","Colombia legal rural","Seguridad jurídica de la tierra. Implementar el catastro multipropósito en todo el país, reducir drásticamente los tiempos de formalización de propiedad rural y simplificar trámites para registro y titulación. Esto permitirá dar seguridad jurídica a millones de predios rurales y crear condiciones de confianza para la inversión productiva.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación ha presentado acciones de nulidad contra las resoluciones del Ministerio de Agricultura y Desarrollo Rural que declaran las Áreas de Protección para la Producción de Alimentos-APPA en municipios de los departamentos de Guajira, Cundinamarca y Antioquia; ha presentado intervención ciudadana en el marco de los procesos de inconstitucionalidad en contra del artículo 32 del Plan Nacional de Desarrollo (Ley 2294 de 2023) que consagró la determinante de ordenamiento territorial relativa a las Áreas de Protección para la Producción de Alimentos-APPA. También presentó acción de cumplimiento por el mandato contenido en el parágrafo 1 del artículo 32 de la Ley 2294 de 2023, mediante el cual se ordenó definir, en el término de un año, el procedimiento para la gestión de la información de las determinantes de ordenamiento territorial. [Ver acciones](https://drive.google.com/drive/folders/13_TIDhwwPlhtkNhQafJakkaMXKtRqb-q?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p135","fajardo","Tierras y Agro","Comercio y agroindustria","Colombia agroclimáticamente inteligente","Estrategia de agricultura agroclimáticamente inteligente que combine información, innovación y financiamiento sostenible. Para ello implementaremos una Plataforma Nacional Agroclimática Inteligente que integre datos climáticos y productivos para la toma de decisiones; un Plan Nacional de Restauración Productiva que recupere suelos degradados y fortalezca la sostenibilidad de los sistemas agrícolas; planes climáticos específicos por cadena productiva que impulsen adaptación y reducción de emisiones; un programa Jóvenes por el Clima y el Agro que vincule nuevas generaciones a la innovación rural; y mecanismos de financiamiento verde y mercados de carbono que incentiven prácticas productivas sostenibles. Con estos instrumentos fortaleceremos la resiliencia climática del sector, aumentaremos la productividad y consolidaremos un modelo de desarrollo agropecuario sostenible.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó demanda de nulidad contra la Resolución 327 de 2025 del Ministerio de Agricultura, mediante la cual se definió la frontera agrícola nacional, considerando que se habilitan actividades en zonas de muy alta amenaza por movimientos en masa y se extiende la frontera agrícola a zonas de páramo; presentó acción de cumplimiento CONALDEF, por la renuencia a convocar y cumplir con las funciones del Consejo Nacional de Lucha contra la Deforestación. [Ver acciones](https://drive.google.com/drive/folders/1VxmW47yE7KYia4GElwDkr9R8jwZMrSph?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p136","fajardo","Tierras y Agro","Comercio y agroindustria","Programa nacional de exportación agroindustrial","Aumentar la inteligencia comercial y la apertura de nuevos mercados, modernizar las medidas sanitarias y fitosanitarias, desarrollar sistemas avanzados de certificación y trazabilidad alimentaria, promover acreditaciones de calidad y origen para los productos nacionales y articular a los actores territoriales alrededor de plataformas regionales de exportación agroindustrial. El objetivo es diversificar la canasta exportadora, aumentar el valor agregado de los productos agropecuarios y posicionar al campo colombiano como un proveedor competitivo y confiable en los mercados internacionales.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","","2026-04-29","si","","","","","","","","","","","","","",""
"p137","fajardo","Tierras y Agro","Comercio y agroindustria","Altillanura: nuevo polo agroproductivo del país","Impulsar el desarrollo sostenible de la Altillanura como nuevo motor de crecimiento agroindustrial, mediante ordenamiento territorial claro, inversión en infraestructura, educación rural, investigación agrícola y promoción de proyectos productivos sostenibles que generen empleo e inclusión regional.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó acción de nulidad contra el Decreto 1147 de 2024 que reglamenta aspectos relacionados con las Zonas de Reserva Campesina (ZRC). [Ver acción](https://drive.google.com/drive/folders/1yrL14-DMFjt0GLyVXO85i5gnTB5zo-ac?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p138","fajardo","Tierras y Agro","Comercio y agroindustria","Transformación integral de la caficultura colombiana","Nueva Generación Cafetera, que vincule a jóvenes con educación, tecnología, emprendimiento y mercados globales; programa estructural de productividad y rentabilidad, con renovación permanente de cafetales, crédito, innovación tecnológica, agroindustria y diversificación productiva, incluyendo el desarrollo regulado del café robusta.; Fortalecimiento institucional cafetero, con mayor transparencia, financiamiento y capacidad comercial para proteger el prestigio del café colombiano y mejorar los ingresos de las familias cafeteras.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó acción de inconstitucionalidad ante la Corte Constitucional contra la Ley 2219 de 2022 sobre inspección, vigilancia y control de asociaciones campesinas y agropecuarias obteniendo Sentencia C-505/25 favorable. La Corte estableció que el Gobierno no puede decretar cualquier sanción en contra de las asociaciones agropecuarias y campesinas sin que esté preestablecida en la ley y que para hacerlo debe seguir el debido procedimiento administrativo aplicable. En concordancia, la Fundación también presentó acción de nulidad contra la Resolución 052 de 2025 que reglamentaba dicho régimen, en defensa del principio de legalidad y del debido proceso administrativo sancionatorio sobre los actores del agro, incluyendo el gremio cafetero. [Ver acciones](https://drive.google.com/drive/folders/1Jzv9l8VVJhQuftRQtBrHGbPhjeGHQv1u?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
"p139","fajardo","Tierras y Agro","Institucionalidad","Municipios rurales fuertes","Fortalecer las capacidades técnicas y fiscales de los municipios rurales para que puedan liderar el desarrollo de sus territorios. Para ello modernizaremos el predial rural, fortaleceremos las secretarías municipales de agricultura y planeación, y destinaremos recursos para financiar bienes públicos rurales estratégicos como vías terciarias, sistemas de riego e infraestructura logística para la producción. Con estas medidas buscamos que el desarrollo rural deje de depender exclusivamente del nivel central y pueda planearse y ejecutarse desde los territorios, con mayor autonomía, capacidad institucional y enfoque productivo.","https://drive.google.com/file/d/1b0JOU1qalqmih9YdYbuWIDWQEAAvYWn7/view","","","La Fundación presentó acción de inconstitucionalidad para defender la autonomía territorial (demanda contra Acto Legislativo 03 de 2024; ha intervenido en el trámite de expedición del proyecto de resolución del Ministerio de Ambiente y Desarrollo Sostenible para la expedición de las directrices de ordenamiento ambiental para la Sabana de Bogotá. Esta resolución incide en derechos de propiedad privada y el desarrollo económico y de infraestructura de la Sabana de Bogotá. Adicionalmente ha intervenido en el marco de la acción popular del Río Bogotá en oposición a las decisiones que inciden en el cumplimiento de las órdenes de protección del Río Bogotá. [Ver acciones](https://drive.google.com/drive/folders/1ORjJYH4F2Zx-FeCFCE5T2gzu4G7AoOYY?usp=drive_link)","2026-04-29","si","","","","","","","","","","","","","",""
